length_string	hash_name	number_strings	collision_proportion
10	AP	920000	0.000120652
10	AP	930000	0.000124731
10	AP	940000	0.000124468
10	AP	950000	0.000125263
10	AP	960000	0.000126042
10	AP	970000	0.000129897
10	AP	980000	0.000130612
10	AP	990000	0.000133333
10	AP	1000000	0.000132
50	RS	10000	0
50	RS	20000	0
50	RS	30000	0
50	RS	40000	0
50	RS	50000	0
50	RS	60000	0
50	RS	70000	0
50	RS	80000	0
50	RS	90000	0
50	RS	100000	0
50	RS	110000	0
50	RS	120000	0
50	RS	130000	0
50	RS	140000	7.14286e-06
50	RS	150000	1.33333e-05
50	RS	160000	2.5e-05
50	RS	170000	2.35294e-05
50	RS	180000	2.22222e-05
50	RS	190000	2.10526e-05
50	RS	200000	2.5e-05
50	RS	210000	2.85714e-05
50	RS	220000	2.72727e-05
50	RS	230000	3.47826e-05
50	RS	240000	3.33333e-05
50	RS	250000	3.6e-05
50	RS	260000	3.84615e-05
50	RS	270000	4.07407e-05
50	RS	280000	3.92857e-05
50	RS	290000	3.7931e-05
50	RS	300000	4.33333e-05
50	RS	310000	4.19355e-05
50	RS	320000	4.375e-05
50	RS	330000	4.54545e-05
50	RS	340000	4.70588e-05
50	RS	350000	4.57143e-05
50	RS	360000	4.72222e-05
50	RS	370000	4.59459e-05
50	RS	380000	4.47368e-05
50	RS	390000	4.61538e-05
50	RS	400000	5.25e-05
50	RS	410000	5.36585e-05
50	RS	420000	5.47619e-05
50	RS	430000	5.5814e-05
50	RS	440000	5.45455e-05
50	RS	450000	5.55556e-05
50	RS	460000	5.65217e-05
50	RS	470000	5.53191e-05
50	RS	480000	5.625e-05
50	RS	490000	5.5102e-05
50	RS	500000	6e-05
50	RS	510000	6.07843e-05
50	RS	520000	6.15385e-05
50	RS	530000	6.22642e-05
50	RS	540000	6.48148e-05
50	RS	550000	6.54545e-05
50	RS	560000	6.78571e-05
50	RS	570000	6.84211e-05
50	RS	580000	6.89655e-05
50	RS	590000	6.94915e-05
50	RS	600000	7e-05
50	RS	610000	7.04918e-05
50	RS	620000	7.09677e-05
50	RS	630000	7.14286e-05
50	RS	640000	7.5e-05
50	RS	650000	7.53846e-05
50	RS	660000	7.42424e-05
50	RS	670000	7.31343e-05
50	RS	680000	7.79412e-05
50	RS	690000	7.97101e-05
50	RS	700000	8e-05
50	RS	710000	8.30986e-05
50	RS	720000	8.33333e-05
50	RS	730000	8.35616e-05
50	RS	740000	8.37838e-05
50	RS	750000	8.53333e-05
50	RS	760000	8.42105e-05
50	RS	770000	8.57143e-05
50	RS	780000	8.58974e-05
50	RS	790000	8.73418e-05
50	RS	800000	8.75e-05
50	RS	810000	9.01235e-05
50	RS	820000	9.02439e-05
50	RS	830000	9.15663e-05
50	RS	840000	9.28571e-05
50	RS	850000	9.17647e-05
50	RS	860000	9.4186e-05
50	RS	870000	9.54023e-05
50	RS	880000	9.65909e-05
50	RS	890000	9.77528e-05
50	RS	900000	9.88889e-05
50	RS	910000	0.000101099
50	RS	920000	0.000103261
50	RS	930000	0.000103226
50	RS	940000	0.000106383
50	RS	950000	0.000108421
50	RS	960000	0.000110417
50	RS	970000	0.000112371
50	RS	980000	0.000114286
50	RS	990000	0.000117172
50	RS	1000000	0.000119
50	JS	10000	0
50	JS	20000	0
50	JS	30000	0
50	JS	40000	0
50	JS	50000	2e-05
50	JS	60000	1.66667e-05
50	JS	70000	1.42857e-05
50	JS	80000	1.25e-05
50	JS	90000	1.11111e-05
50	JS	100000	1e-05
50	JS	110000	9.09091e-06
50	JS	120000	8.33333e-06
50	JS	130000	7.69231e-06
50	JS	140000	7.14286e-06
50	JS	150000	1.33333e-05
50	JS	160000	1.25e-05
50	JS	170000	1.17647e-05
50	JS	180000	1.66667e-05
50	JS	190000	1.57895e-05
50	JS	200000	1.5e-05
50	JS	210000	1.42857e-05
50	JS	220000	1.36364e-05
50	JS	230000	1.30435e-05
50	JS	240000	1.25e-05
50	JS	250000	1.2e-05
50	JS	260000	1.53846e-05
50	JS	270000	1.85185e-05
50	JS	280000	1.78571e-05
50	JS	290000	2.06897e-05
50	JS	300000	2.66667e-05
50	JS	310000	2.58065e-05
50	JS	320000	2.8125e-05
50	JS	330000	2.72727e-05
50	JS	340000	3.23529e-05
50	JS	350000	3.14286e-05
50	JS	360000	3.33333e-05
50	JS	370000	3.51351e-05
50	JS	380000	3.42105e-05
50	JS	390000	3.33333e-05
50	JS	400000	3.5e-05
50	JS	410000	3.65854e-05
50	JS	420000	3.57143e-05
50	JS	430000	3.72093e-05
50	JS	440000	3.86364e-05
50	JS	450000	3.77778e-05
50	JS	460000	3.69565e-05
50	JS	470000	3.82979e-05
50	JS	480000	3.75e-05
50	JS	490000	3.67347e-05
50	JS	500000	3.8e-05
50	JS	510000	3.72549e-05
50	JS	520000	4.03846e-05
50	JS	530000	4.33962e-05
50	JS	540000	4.62963e-05
50	JS	550000	4.72727e-05
50	JS	560000	4.82143e-05
50	JS	570000	5.08772e-05
50	JS	580000	5.34483e-05
50	JS	590000	5.42373e-05
50	JS	600000	6.16667e-05
50	JS	610000	6.39344e-05
50	JS	620000	7.09677e-05
50	JS	630000	7.30159e-05
50	JS	640000	7.5e-05
50	JS	650000	8e-05
50	JS	660000	8.33333e-05
50	JS	670000	8.20896e-05
50	JS	680000	8.23529e-05
50	JS	690000	8.26087e-05
50	JS	700000	8.71429e-05
50	JS	710000	8.59155e-05
50	JS	720000	8.61111e-05
50	JS	730000	8.90411e-05
50	JS	740000	9.05405e-05
50	JS	750000	9.06667e-05
50	JS	760000	8.94737e-05
50	JS	770000	9.22078e-05
50	JS	780000	9.35897e-05
50	JS	790000	9.62025e-05
50	JS	800000	9.875e-05
50	JS	810000	9.87654e-05
50	JS	820000	9.7561e-05
50	JS	830000	9.87952e-05
50	JS	840000	0.00010119
50	JS	850000	0.000107059
50	JS	860000	0.000106977
50	JS	870000	0.000111494
50	JS	880000	0.000111364
50	JS	890000	0.00011236
50	JS	900000	0.000112222
50	JS	910000	0.000113187
50	JS	920000	0.000115217
50	JS	930000	0.000119355
50	JS	940000	0.000120213
50	JS	950000	0.000121053
50	JS	960000	0.000120833
50	JS	970000	0.000121649
50	JS	980000	0.00012449
50	JS	990000	0.000126263
50	JS	1000000	0.000129
50	PJW	10000	0.0001
50	PJW	20000	5e-05
50	PJW	30000	3.33333e-05
50	PJW	40000	2.5e-05
50	PJW	50000	2e-05
50	PJW	60000	6.66667e-05
50	PJW	70000	0.000114286
50	PJW	80000	0.00015
50	PJW	90000	0.000177778
50	PJW	100000	0.0002
50	PJW	110000	0.000209091
50	PJW	120000	0.000241667
50	PJW	130000	0.000238462
50	PJW	140000	0.000307143
50	PJW	150000	0.000313333
50	PJW	160000	0.00036875
50	PJW	170000	0.000364706
50	PJW	180000	0.000361111
50	PJW	190000	0.000368421
50	PJW	200000	0.00039
50	PJW	210000	0.000404762
50	PJW	220000	0.000418182
50	PJW	230000	0.00046087
50	PJW	240000	0.000479167
50	PJW	250000	0.000496
50	PJW	260000	0.000519231
50	PJW	270000	0.00052963
50	PJW	280000	0.000542857
50	PJW	290000	0.000548276
50	PJW	300000	0.000573333
50	PJW	310000	0.000580645
50	PJW	320000	0.0006125
50	PJW	330000	0.000645455
50	PJW	340000	0.000655882
50	PJW	350000	0.000671429
50	PJW	360000	0.000691667
50	PJW	370000	0.000716216
50	PJW	380000	0.000736842
50	PJW	390000	0.000753846
50	PJW	400000	0.0007925
50	PJW	410000	0.000819512
50	PJW	420000	0.000835714
50	PJW	430000	0.000869767
50	PJW	440000	0.000886364
50	PJW	450000	0.000928889
50	PJW	460000	0.000941304
50	PJW	470000	0.000965957
50	PJW	480000	0.000983333
50	PJW	490000	0.000997959
50	PJW	500000	0.00101
50	PJW	510000	0.00103922
50	PJW	520000	0.00105192
50	PJW	530000	0.00106792
50	PJW	540000	0.00109815
50	PJW	550000	0.00111455
50	PJW	560000	0.00114107
50	PJW	570000	0.00116842
50	PJW	580000	0.00118793
50	PJW	590000	0.00121356
50	PJW	600000	0.00124
50	PJW	610000	0.00125246
50	PJW	620000	0.00127097
50	PJW	630000	0.0013
50	PJW	640000	0.00132031
50	PJW	650000	0.00133846
50	PJW	660000	0.00135455
50	PJW	670000	0.00137164
50	PJW	680000	0.00138235
50	PJW	690000	0.00138551
50	PJW	700000	0.00140429
50	PJW	710000	0.00143099
50	PJW	720000	0.00145278
50	PJW	730000	0.00148082
50	PJW	740000	0.00150405
50	PJW	750000	0.00151467
50	PJW	760000	0.00154474
50	PJW	770000	0.00156104
50	PJW	780000	0.00158077
50	PJW	790000	0.00159114
50	PJW	800000	0.0016075
50	PJW	810000	0.00161975
50	PJW	820000	0.00163293
50	PJW	830000	0.00165663
50	PJW	840000	0.00168095
50	PJW	850000	0.00169529
50	PJW	860000	0.00172209
50	PJW	870000	0.00173448
50	PJW	880000	0.00173977
50	PJW	890000	0.00176067
50	PJW	900000	0.00178444
50	PJW	910000	0.00180879
50	PJW	920000	0.00181957
50	PJW	930000	0.00184086
50	PJW	940000	0.00187553
50	PJW	950000	0.0019
50	PJW	960000	0.00191979
50	PJW	970000	0.00193918
50	PJW	980000	0.00196429
50	PJW	990000	0.00197071
50	PJW	1000000	0.001992
50	ELF	10000	0
50	ELF	20000	0
50	ELF	30000	0.0001
50	ELF	40000	0.000125
50	ELF	50000	0.00012
50	ELF	60000	0.00015
50	ELF	70000	0.000157143
50	ELF	80000	0.0001875
50	ELF	90000	0.000188889
50	ELF	100000	0.00021
50	ELF	110000	0.000272727
50	ELF	120000	0.000316667
50	ELF	130000	0.000307692
50	ELF	140000	0.0003
50	ELF	150000	0.000306667
50	ELF	160000	0.00031875
50	ELF	170000	0.000347059
50	ELF	180000	0.000355556
50	ELF	190000	0.000373684
50	ELF	200000	0.000395
50	ELF	210000	0.000452381
50	ELF	220000	0.000459091
50	ELF	230000	0.000469565
50	ELF	240000	0.000504167
50	ELF	250000	0.000532
50	ELF	260000	0.00055
50	ELF	270000	0.000540741
50	ELF	280000	0.00055
50	ELF	290000	0.000562069
50	ELF	300000	0.00058
50	ELF	310000	0.0006
50	ELF	320000	0.00061875
50	ELF	330000	0.000648485
50	ELF	340000	0.000679412
50	ELF	350000	0.000705714
50	ELF	360000	0.000730556
50	ELF	370000	0.000740541
50	ELF	380000	0.000768421
50	ELF	390000	0.000779487
50	ELF	400000	0.00081
50	ELF	410000	0.000829268
50	ELF	420000	0.000840476
50	ELF	430000	0.000860465
50	ELF	440000	0.000875
50	ELF	450000	0.000893333
50	ELF	460000	0.00091087
50	ELF	470000	0.00092766
50	ELF	480000	0.000939583
50	ELF	490000	0.000961224
50	ELF	500000	0.000996
50	ELF	510000	0.00101569
50	ELF	520000	0.00103077
50	ELF	530000	0.00105283
50	ELF	540000	0.00105926
50	ELF	550000	0.00108
50	ELF	560000	0.0011125
50	ELF	570000	0.00114035
50	ELF	580000	0.00115172
50	ELF	590000	0.0011661
50	ELF	600000	0.00117667
50	ELF	610000	0.00119016
50	ELF	620000	0.00121613
50	ELF	630000	0.00124127
50	ELF	640000	0.00125312
50	ELF	650000	0.00127231
50	ELF	660000	0.00130152
50	ELF	670000	0.00131642
50	ELF	680000	0.00134265
50	ELF	690000	0.00136667
50	ELF	700000	0.00138714
50	ELF	710000	0.00140282
50	ELF	720000	0.00142083
50	ELF	730000	0.00144795
50	ELF	740000	0.00145811
50	ELF	750000	0.001468
50	ELF	760000	0.00150132
50	ELF	770000	0.00150519
50	ELF	780000	0.00153077
50	ELF	790000	0.00155316
50	ELF	800000	0.00157875
50	ELF	810000	0.00159506
50	ELF	820000	0.00161951
50	ELF	830000	0.00163012
50	ELF	840000	0.00164286
50	ELF	850000	0.00166941
50	ELF	860000	0.00169419
50	ELF	870000	0.00173333
50	ELF	880000	0.00176705
50	ELF	890000	0.00178315
50	ELF	900000	0.00180333
50	ELF	910000	0.00183187
50	ELF	920000	0.00184239
50	ELF	930000	0.00186022
50	ELF	940000	0.00187234
50	ELF	950000	0.00189895
50	ELF	960000	0.00192396
50	ELF	970000	0.00194948
50	ELF	980000	0.00196122
50	ELF	990000	0.00199091
50	ELF	1000000	0.002011
50	BKDR	10000	0
50	BKDR	20000	0
50	BKDR	30000	0
50	BKDR	40000	0
50	BKDR	50000	2e-05
50	BKDR	60000	1.66667e-05
50	BKDR	70000	1.42857e-05
50	BKDR	80000	1.25e-05
50	BKDR	90000	1.11111e-05
50	BKDR	100000	1e-05
50	BKDR	110000	9.09091e-06
50	BKDR	120000	1.66667e-05
50	BKDR	130000	1.53846e-05
50	BKDR	140000	1.42857e-05
50	BKDR	150000	1.33333e-05
50	BKDR	160000	1.875e-05
50	BKDR	170000	2.35294e-05
50	BKDR	180000	2.22222e-05
50	BKDR	190000	2.63158e-05
50	BKDR	200000	3e-05
50	BKDR	210000	2.85714e-05
50	BKDR	220000	2.72727e-05
50	BKDR	230000	3.04348e-05
50	BKDR	240000	2.91667e-05
50	BKDR	250000	3.2e-05
50	BKDR	260000	3.07692e-05
50	BKDR	270000	2.96296e-05
50	BKDR	280000	3.21429e-05
50	BKDR	290000	3.44828e-05
50	BKDR	300000	3.33333e-05
50	BKDR	310000	3.54839e-05
50	BKDR	320000	3.4375e-05
50	BKDR	330000	3.33333e-05
50	BKDR	340000	4.11765e-05
50	BKDR	350000	4.28571e-05
50	BKDR	360000	4.16667e-05
50	BKDR	370000	4.59459e-05
50	BKDR	380000	4.47368e-05
50	BKDR	390000	4.35897e-05
50	BKDR	400000	4.5e-05
50	BKDR	410000	4.63415e-05
50	BKDR	420000	4.52381e-05
50	BKDR	430000	4.65116e-05
50	BKDR	440000	4.54545e-05
50	BKDR	450000	4.44444e-05
50	BKDR	460000	4.78261e-05
50	BKDR	470000	4.68085e-05
50	BKDR	480000	5e-05
50	BKDR	490000	5.10204e-05
50	BKDR	500000	5e-05
50	BKDR	510000	5.29412e-05
50	BKDR	520000	5.96154e-05
50	BKDR	530000	6.03774e-05
50	BKDR	540000	5.92593e-05
50	BKDR	550000	5.81818e-05
50	BKDR	560000	6.07143e-05
50	BKDR	570000	6.14035e-05
50	BKDR	580000	6.2069e-05
50	BKDR	590000	6.27119e-05
50	BKDR	600000	6.33333e-05
50	BKDR	610000	6.39344e-05
50	BKDR	620000	6.45161e-05
50	BKDR	630000	6.34921e-05
50	BKDR	640000	6.71875e-05
50	BKDR	650000	6.61538e-05
50	BKDR	660000	6.81818e-05
50	BKDR	670000	6.86567e-05
50	BKDR	680000	7.05882e-05
50	BKDR	690000	6.95652e-05
50	BKDR	700000	7e-05
50	BKDR	710000	7.04225e-05
50	BKDR	720000	7.08333e-05
50	BKDR	730000	7.26027e-05
50	BKDR	740000	7.43243e-05
50	BKDR	750000	7.33333e-05
50	BKDR	760000	7.63158e-05
50	BKDR	770000	7.92208e-05
50	BKDR	780000	8.33333e-05
50	BKDR	790000	8.48101e-05
50	BKDR	800000	8.5e-05
50	BKDR	810000	8.51852e-05
50	BKDR	820000	8.53659e-05
50	BKDR	830000	8.6747e-05
50	BKDR	840000	9.16667e-05
50	BKDR	850000	9.17647e-05
50	BKDR	860000	9.06977e-05
50	BKDR	870000	8.96552e-05
50	BKDR	880000	9.09091e-05
50	BKDR	890000	9.4382e-05
50	BKDR	900000	9.66667e-05
50	BKDR	910000	9.67033e-05
50	BKDR	920000	0.000101087
50	BKDR	930000	0.000103226
50	BKDR	940000	0.000103191
50	BKDR	950000	0.000102105
50	BKDR	960000	0.000103125
50	BKDR	970000	0.000103093
50	BKDR	980000	0.000102041
50	BKDR	990000	0.00010303
50	BKDR	1000000	0.000103
50	SDBM	10000	0
50	SDBM	20000	0
50	SDBM	30000	0
50	SDBM	40000	0
50	SDBM	50000	0
50	SDBM	60000	0
50	SDBM	70000	0
50	SDBM	80000	0
50	SDBM	90000	0
50	SDBM	100000	1e-05
50	SDBM	110000	1.81818e-05
50	SDBM	120000	1.66667e-05
50	SDBM	130000	1.53846e-05
50	SDBM	140000	1.42857e-05
50	SDBM	150000	1.33333e-05
50	SDBM	160000	1.25e-05
50	SDBM	170000	1.17647e-05
50	SDBM	180000	1.11111e-05
50	SDBM	190000	1.05263e-05
50	SDBM	200000	1e-05
50	SDBM	210000	9.52381e-06
50	SDBM	220000	9.09091e-06
50	SDBM	230000	8.69565e-06
50	SDBM	240000	1.25e-05
50	SDBM	250000	1.2e-05
50	SDBM	260000	1.53846e-05
50	SDBM	270000	1.48148e-05
50	SDBM	280000	1.42857e-05
50	SDBM	290000	1.37931e-05
50	SDBM	300000	1.66667e-05
50	SDBM	310000	2.25806e-05
50	SDBM	320000	2.5e-05
50	SDBM	330000	2.42424e-05
50	SDBM	340000	2.35294e-05
50	SDBM	350000	2.85714e-05
50	SDBM	360000	2.77778e-05
50	SDBM	370000	2.97297e-05
50	SDBM	380000	3.15789e-05
50	SDBM	390000	3.33333e-05
50	SDBM	400000	3.75e-05
50	SDBM	410000	3.90244e-05
50	SDBM	420000	3.80952e-05
50	SDBM	430000	4.4186e-05
50	SDBM	440000	4.31818e-05
50	SDBM	450000	4.88889e-05
50	SDBM	460000	5.43478e-05
50	SDBM	470000	5.53191e-05
50	SDBM	480000	5.41667e-05
50	SDBM	490000	5.71429e-05
50	SDBM	500000	6e-05
50	SDBM	510000	5.88235e-05
50	SDBM	520000	5.96154e-05
50	SDBM	530000	6.22642e-05
50	SDBM	540000	6.48148e-05
50	SDBM	550000	6.36364e-05
50	SDBM	560000	6.60714e-05
50	SDBM	570000	6.84211e-05
50	SDBM	580000	6.72414e-05
50	SDBM	590000	6.77966e-05
50	SDBM	600000	6.83333e-05
50	SDBM	610000	6.88525e-05
50	SDBM	620000	7.09677e-05
50	SDBM	630000	7.30159e-05
50	SDBM	640000	8.125e-05
50	SDBM	650000	8.15385e-05
50	SDBM	660000	8.18182e-05
50	SDBM	670000	8.35821e-05
50	SDBM	680000	8.67647e-05
50	SDBM	690000	8.69565e-05
50	SDBM	700000	8.57143e-05
50	SDBM	710000	8.87324e-05
50	SDBM	720000	9.02778e-05
50	SDBM	730000	9.31507e-05
50	SDBM	740000	9.18919e-05
50	SDBM	750000	9.2e-05
50	SDBM	760000	9.47368e-05
50	SDBM	770000	9.61039e-05
50	SDBM	780000	0.0001
50	SDBM	790000	0.0001
50	SDBM	800000	0.0001025
50	SDBM	810000	0.000102469
50	SDBM	820000	0.000102439
50	SDBM	830000	0.000103614
50	SDBM	840000	0.000102381
50	SDBM	850000	0.000102353
50	SDBM	860000	0.000101163
50	SDBM	870000	0.0001
50	SDBM	880000	0.0001
50	SDBM	890000	0.000101124
50	SDBM	900000	0.000103333
50	SDBM	910000	0.000104396
50	SDBM	920000	0.000105435
50	SDBM	930000	0.000108602
50	SDBM	940000	0.000110638
50	SDBM	950000	0.000112632
50	SDBM	960000	0.000114583
50	SDBM	970000	0.000114433
50	SDBM	980000	0.000116327
50	SDBM	990000	0.000117172
50	SDBM	1000000	0.000117
50	DJB	10000	0
50	DJB	20000	0
50	DJB	30000	0
50	DJB	40000	2.5e-05
50	DJB	50000	2e-05
50	DJB	60000	1.66667e-05
50	DJB	70000	1.42857e-05
50	DJB	80000	1.25e-05
50	DJB	90000	1.11111e-05
50	DJB	100000	2e-05
50	DJB	110000	1.81818e-05
50	DJB	120000	1.66667e-05
50	DJB	130000	1.53846e-05
50	DJB	140000	1.42857e-05
50	DJB	150000	1.33333e-05
50	DJB	160000	2.5e-05
50	DJB	170000	2.35294e-05
50	DJB	180000	2.22222e-05
50	DJB	190000	2.10526e-05
50	DJB	200000	2e-05
50	DJB	210000	1.90476e-05
50	DJB	220000	1.81818e-05
50	DJB	230000	2.17391e-05
50	DJB	240000	2.08333e-05
50	DJB	250000	2e-05
50	DJB	260000	1.92308e-05
50	DJB	270000	1.85185e-05
50	DJB	280000	1.78571e-05
50	DJB	290000	1.72414e-05
50	DJB	300000	2e-05
50	DJB	310000	1.93548e-05
50	DJB	320000	2.1875e-05
50	DJB	330000	2.42424e-05
50	DJB	340000	2.35294e-05
50	DJB	350000	2.57143e-05
50	DJB	360000	2.5e-05
50	DJB	370000	2.97297e-05
50	DJB	380000	3.15789e-05
50	DJB	390000	3.07692e-05
50	DJB	400000	3e-05
50	DJB	410000	2.92683e-05
50	DJB	420000	2.85714e-05
50	DJB	430000	2.7907e-05
50	DJB	440000	2.95455e-05
50	DJB	450000	2.88889e-05
50	DJB	460000	2.82609e-05
50	DJB	470000	3.19149e-05
50	DJB	480000	3.125e-05
50	DJB	490000	3.26531e-05
50	DJB	500000	3.4e-05
50	DJB	510000	3.33333e-05
50	DJB	520000	3.46154e-05
50	DJB	530000	3.58491e-05
50	DJB	540000	3.88889e-05
50	DJB	550000	4e-05
50	DJB	560000	4.10714e-05
50	DJB	570000	4.38596e-05
50	DJB	580000	4.31034e-05
50	DJB	590000	4.40678e-05
50	DJB	600000	4.66667e-05
50	DJB	610000	5.40984e-05
50	DJB	620000	5.48387e-05
50	DJB	630000	5.39683e-05
50	DJB	640000	5.46875e-05
50	DJB	650000	5.38462e-05
50	DJB	660000	5.75758e-05
50	DJB	670000	6.1194e-05
50	DJB	680000	6.17647e-05
50	DJB	690000	6.37681e-05
50	DJB	700000	6.28571e-05
50	DJB	710000	6.19718e-05
50	DJB	720000	6.25e-05
50	DJB	730000	6.43836e-05
50	DJB	740000	6.35135e-05
50	DJB	750000	6.26667e-05
50	DJB	760000	6.57895e-05
50	DJB	770000	6.75325e-05
50	DJB	780000	6.92308e-05
50	DJB	790000	6.96203e-05
50	DJB	800000	7.5e-05
50	DJB	810000	7.77778e-05
50	DJB	820000	7.68293e-05
50	DJB	830000	7.71084e-05
50	DJB	840000	7.85714e-05
50	DJB	850000	8e-05
50	DJB	860000	8.25581e-05
50	DJB	870000	8.50575e-05
50	DJB	880000	8.75e-05
50	DJB	890000	8.76404e-05
50	DJB	900000	9.22222e-05
50	DJB	910000	9.34066e-05
50	DJB	920000	9.23913e-05
50	DJB	930000	9.46237e-05
50	DJB	940000	9.3617e-05
50	DJB	950000	9.26316e-05
50	DJB	960000	9.27083e-05
50	DJB	970000	9.27835e-05
50	DJB	980000	9.4898e-05
50	DJB	990000	9.49495e-05
50	DJB	1000000	9.5e-05
50	DEK	10000	0
50	DEK	20000	0
50	DEK	30000	0
50	DEK	40000	0
50	DEK	50000	0
50	DEK	60000	0
50	DEK	70000	0
50	DEK	80000	0
50	DEK	90000	1.11111e-05
50	DEK	100000	2e-05
50	DEK	110000	1.81818e-05
50	DEK	120000	1.66667e-05
50	DEK	130000	2.30769e-05
50	DEK	140000	3.57143e-05
50	DEK	150000	3.33333e-05
50	DEK	160000	3.75e-05
50	DEK	170000	3.52941e-05
50	DEK	180000	3.88889e-05
50	DEK	190000	3.68421e-05
50	DEK	200000	3.5e-05
50	DEK	210000	3.80952e-05
50	DEK	220000	3.63636e-05
50	DEK	230000	3.47826e-05
50	DEK	240000	3.75e-05
50	DEK	250000	4.4e-05
50	DEK	260000	4.61538e-05
50	DEK	270000	4.44444e-05
50	DEK	280000	5e-05
50	DEK	290000	4.82759e-05
50	DEK	300000	4.66667e-05
50	DEK	310000	4.51613e-05
50	DEK	320000	4.6875e-05
50	DEK	330000	4.84848e-05
50	DEK	340000	4.70588e-05
50	DEK	350000	5.14286e-05
50	DEK	360000	5.27778e-05
50	DEK	370000	5.13514e-05
50	DEK	380000	5e-05
50	DEK	390000	4.87179e-05
50	DEK	400000	5e-05
50	DEK	410000	4.87805e-05
50	DEK	420000	5.2381e-05
50	DEK	430000	5.5814e-05
50	DEK	440000	5.45455e-05
50	DEK	450000	6.44444e-05
50	DEK	460000	6.30435e-05
50	DEK	470000	6.80851e-05
50	DEK	480000	6.66667e-05
50	DEK	490000	6.73469e-05
50	DEK	500000	6.8e-05
50	DEK	510000	6.86275e-05
50	DEK	520000	6.73077e-05
50	DEK	530000	6.98113e-05
50	DEK	540000	7.59259e-05
50	DEK	550000	7.45455e-05
50	DEK	560000	7.67857e-05
50	DEK	570000	7.54386e-05
50	DEK	580000	7.58621e-05
50	DEK	590000	7.79661e-05
50	DEK	600000	8e-05
50	DEK	610000	8.03279e-05
50	DEK	620000	8.06452e-05
50	DEK	630000	7.93651e-05
50	DEK	640000	7.8125e-05
50	DEK	650000	8.46154e-05
50	DEK	660000	9.09091e-05
50	DEK	670000	8.95522e-05
50	DEK	680000	8.82353e-05
50	DEK	690000	8.69565e-05
50	DEK	700000	8.71429e-05
50	DEK	710000	8.59155e-05
50	DEK	720000	8.88889e-05
50	DEK	730000	8.90411e-05
50	DEK	740000	9.05405e-05
50	DEK	750000	9.06667e-05
50	DEK	760000	9.21053e-05
50	DEK	770000	9.35065e-05
50	DEK	780000	9.87179e-05
50	DEK	790000	0.000102532
50	DEK	800000	0.0001025
50	DEK	810000	0.000103704
50	DEK	820000	0.000102439
50	DEK	830000	0.000104819
50	DEK	840000	0.000103571
50	DEK	850000	0.000105882
50	DEK	860000	0.00010814
50	DEK	870000	0.000109195
50	DEK	880000	0.000110227
50	DEK	890000	0.00011236
50	DEK	900000	0.000115556
50	DEK	910000	0.000117582
50	DEK	920000	0.000118478
50	DEK	930000	0.00012043
50	DEK	940000	0.000120213
50	DEK	950000	0.000122105
50	DEK	960000	0.000123958
50	DEK	970000	0.000126804
50	DEK	980000	0.00012551
50	DEK	990000	0.000125253
50	DEK	1000000	0.000126
50	AP	10000	0
50	AP	20000	0
50	AP	30000	3.33333e-05
50	AP	40000	2.5e-05
50	AP	50000	2e-05
50	AP	60000	1.66667e-05
50	AP	70000	1.42857e-05
50	AP	80000	1.25e-05
50	AP	90000	1.11111e-05
50	AP	100000	2e-05
50	AP	110000	1.81818e-05
50	AP	120000	1.66667e-05
50	AP	130000	1.53846e-05
50	AP	140000	1.42857e-05
50	AP	150000	1.33333e-05
50	AP	160000	1.25e-05
50	AP	170000	1.17647e-05
50	AP	180000	1.66667e-05
50	AP	190000	3.15789e-05
50	AP	200000	4e-05
50	AP	210000	3.80952e-05
50	AP	220000	4.09091e-05
50	AP	230000	3.91304e-05
50	AP	240000	3.75e-05
50	AP	250000	4.4e-05
50	AP	260000	4.23077e-05
50	AP	270000	4.81481e-05
50	AP	280000	5e-05
50	AP	290000	5.17241e-05
50	AP	300000	5.33333e-05
50	AP	310000	6.45161e-05
50	AP	320000	6.25e-05
50	AP	330000	6.9697e-05
50	AP	340000	7.35294e-05
50	AP	350000	7.14286e-05
50	AP	360000	8.05556e-05
50	AP	370000	8.10811e-05
50	AP	380000	7.89474e-05
50	AP	390000	8.46154e-05
50	AP	400000	8.25e-05
50	AP	410000	8.04878e-05
50	AP	420000	7.85714e-05
50	AP	430000	7.67442e-05
50	AP	440000	8.18182e-05
50	AP	450000	8e-05
50	AP	460000	8.04348e-05
50	AP	470000	7.87234e-05
50	AP	480000	7.91667e-05
50	AP	490000	7.95918e-05
50	AP	500000	8.2e-05
50	AP	510000	8.03922e-05
50	AP	520000	7.88462e-05
50	AP	530000	7.92453e-05
50	AP	540000	7.77778e-05
50	AP	550000	8.18182e-05
50	AP	560000	8.03571e-05
50	AP	570000	8.07018e-05
50	AP	580000	7.93103e-05
50	AP	590000	7.9661e-05
50	AP	600000	8e-05
50	AP	610000	8.19672e-05
50	AP	620000	8.22581e-05
50	AP	630000	8.4127e-05
50	AP	640000	8.4375e-05
50	AP	650000	8.61538e-05
50	AP	660000	8.78788e-05
50	AP	670000	8.80597e-05
50	AP	680000	8.82353e-05
50	AP	690000	8.69565e-05
50	AP	700000	8.71429e-05
50	AP	710000	9.01408e-05
50	AP	720000	9.30556e-05
50	AP	730000	9.17808e-05
50	AP	740000	9.32432e-05
50	AP	750000	9.6e-05
50	AP	760000	9.60526e-05
50	AP	770000	9.61039e-05
50	AP	780000	9.48718e-05
